house_id,seller_id,agent_id,address,city,neighborhood,zip_code,latitude,longitude,property_type,bedrooms,bathrooms,garage_spaces,stories,square_feet,lot_size,construction_year,school_district,listing_price,estimated_market_value,price_per_sq_ft,listing_date,days_on_market,hoa_fee,status
483,8,30,080 Tammy Lights Apt. 580,Mercer Island,Luther Burbank,90175,47.556493,-122.214097,TOWNHOUSE,2,1.5,2,1,1779,6254,1995,Mercer Island School District,1381000.0,1403000.0,776.28,2026-05-13,70,441,ACTIVE
484,2,15,503 Stephen Ferry,Seattle,Magnolia,29542,47.605007,-122.34547,SINGLE_FAMILY,2,4.0,0,2,4116,6368,1987,Seattle Public Schools,2163000.0,2299000.0,525.51,2026-03-15,17,0,ACTIVE
485,14,23,373 Brandon Light,Bothell,Canyon Park,27505,47.760588,-122.203539,SINGLE_FAMILY,5,1.5,1,3,3157,6740,1957,Northshore School District,1425000.0,1474000.0,451.38,2026-05-22,24,0,PENDING
486,40,20,0352 Serrano Landing,Bellevue,Downtown,53186,47.610695,-122.209084,SINGLE_FAMILY,2,1.0,3,2,1826,1955,2012,Bellevue School District,1488000.0,1476000.0,814.9,2025-07-15,20,0,ACTIVE
487,113,28,394 Becker Station,Seattle,Greenwood,82577,47.609715,-122.334129,SINGLE_FAMILY,3,1.5,1,3,2553,6885,1980,Seattle Public Schools,1453000.0,1497000.0,569.13,2025-10-19,35,0,SOLD
488,127,12,0666 Kirby Field Suite 490,Seattle,Greenwood,82622,47.599455,-122.335525,TOWNHOUSE,4,2.5,3,2,1859,2713,1975,Seattle Public Schools,820000.0,822000.0,441.1,2026-03-08,8,395,SOLD
489,114,2,723 Dana Crescent,Redmond,Overlake,21331,47.687784,-122.122463,SINGLE_FAMILY,4,2.0,0,1,1845,4430,2024,Lake Washington School District,1418000.0,1476000.0,768.56,2026-05-23,69,0,SOLD
490,91,21,28524 Mitchell Heights Suite 941,Issaquah,Talus,16151,47.531994,-122.033816,SINGLE_FAMILY,4,1.5,2,3,3228,3981,2017,Issaquah School District,1983000.0,1937000.0,614.31,2025-11-19,55,0,SOLD
491,130,25,87328 Taylor Coves,Seattle,Greenwood,15103,47.606963,-122.343217,CONDO,3,3.0,2,3,1145,6558,1998,Seattle Public Schools,516000.0,535000.0,450.66,2025-09-20,56,284,ACTIVE
492,122,11,11369 Kim Divide Suite 908,Seattle,Capitol Hill,25269,47.62064,-122.322843,CONDO,4,1.5,0,1,812,7465,1979,Seattle Public Schools,310000.0,304000.0,381.77,2026-04-04,54,636,SOLD
493,96,20,90254 Michael Flats Apt. 662,Sammamish,Inglewood,38748,47.62652,-122.022893,CONDO,3,3.5,3,2,713,2591,1982,Lake Washington School District,329000.0,350000.0,461.43,2025-12-30,86,543,ACTIVE
494,112,27,35707 Megan Rapids,Redmond,Bear Creek,69779,47.68316,-122.130731,SINGLE_FAMILY,3,3.5,0,1,3811,1772,2006,Lake Washington School District,2766000.0,2752000.0,725.79,2025-10-11,22,0,SOLD
495,136,16,85011 Holmes Brook,Issaquah,Olde Town,81580,47.540072,-122.030489,SINGLE_FAMILY,3,2.0,2,3,3471,8870,2022,Issaquah School District,2382000.0,2329000.0,686.26,2026-03-18,76,0,ACTIVE
496,33,26,0213 Patrick Port Apt. 691,Issaquah,Talus,29929,47.524047,-122.044062,CONDO,2,3.0,2,1,1099,3335,2004,Issaquah School District,541000.0,577000.0,492.27,2026-04-02,42,674,PENDING
497,133,30,810 Pineda Rue,Seattle,Magnolia,51101,47.606201,-122.335123,TOWNHOUSE,2,3.5,0,3,1369,5358,1970,Seattle Public Schools,633000.0,619000.0,462.38,2025-10-09,38,584,PENDING
498,141,27,3794 Baird Roads Suite 727,Seattle,Greenwood,70815,47.601088,-122.32438,SINGLE_FAMILY,5,1.0,1,2,2868,2097,1975,Seattle Public Schools,1434000.0,1512000.0,500.0,2026-05-15,77,0,ACTIVE
499,21,29,42642 Singh Meadows,Issaquah,Talus,39803,47.529463,-122.043716,TOWNHOUSE,4,1.0,0,2,2083,5658,1954,Issaquah School District,941000.0,920000.0,451.75,2025-08-20,33,582,ACTIVE
500,51,18,8362 Clark Lodge Suite 677,Bellevue,Bridle Trails,58682,47.615558,-122.194362,SINGLE_FAMILY,3,1.0,3,2,2732,7197,1952,Bellevue School District,1950000.0,1897000.0,713.76,2026-06-10,21,0,SOLD
501,95,12,5562 John Station Apt. 939,Bellevue,West Bellevue,48134,47.605394,-122.188958,SINGLE_FAMILY,2,1.0,0,1,2364,4883,1964,Bellevue School District,1608000.0,1718000.0,680.2,2026-05-22,73,0,WITHDRAWN
502,47,10,4362 Rodriguez Run Suite 496,Redmond,Education Hill,07170,47.668324,-122.118428,CONDO,4,2.0,1,3,665,4758,1981,Lake Washington School District,352000.0,344000.0,529.32,2025-09-09,66,586,ACTIVE
503,57,15,268 White Mills Apt. 369,Seattle,Greenwood,87925,47.600282,-122.336092,SINGLE_FAMILY,3,4.0,1,3,2824,8815,2019,Seattle Public Schools,1639000.0,1717000.0,580.38,2025-08-30,39,0,SOLD
504,125,9,693 Robert Mountain,Bellevue,Downtown,32705,47.601207,-122.212386,SINGLE_FAMILY,5,1.5,2,3,2227,6029,1956,Bellevue School District,1500000.0,1523000.0,673.55,2026-05-10,31,0,WITHDRAWN
505,117,4,5998 Erica Turnpike,Seattle,Ballard,09067,47.606167,-122.346087,TOWNHOUSE,3,2.5,2,1,2106,1989,1968,Seattle Public Schools,888000.0,884000.0,421.65,2025-07-30,40,687,ACTIVE
506,111,18,51553 Susan Inlet,Kirkland,Juanita,09154,47.681712,-122.220061,SINGLE_FAMILY,4,1.0,2,2,3367,8137,1999,Lake Washington School District,2303000.0,2291000.0,683.99,2025-11-08,80,0,ACTIVE
507,15,26,775 Keith Courts Apt. 226,Seattle,Ballard,16025,47.607799,-122.318526,SINGLE_FAMILY,5,2.0,3,2,4345,6190,2005,Seattle Public Schools,2693000.0,2844000.0,619.79,2026-01-08,77,0,SOLD
508,4,9,88743 Elizabeth Drive Suite 102,Renton,Fairwood,50432,47.496429,-122.229534,SINGLE_FAMILY,2,3.0,2,2,3361,6178,2009,Renton School District,1703000.0,1825000.0,506.69,2025-12-18,55,0,ACTIVE
509,32,10,09579 Seth Brooks Suite 955,Seattle,Magnolia,11643,47.611023,-122.32202,SINGLE_FAMILY,4,2.5,3,1,2900,5103,1982,Seattle Public Schools,1641000.0,1738000.0,565.86,2026-05-17,6,0,SOLD
510,71,29,29462 Victoria Turnpike,Redmond,Bear Creek,88175,47.675443,-122.107901,CONDO,3,2.0,2,2,1141,8619,2021,Lake Washington School District,681000.0,665000.0,596.84,2025-09-08,68,315,SOLD
511,130,28,1597 Christy Ramp Suite 254,Seattle,Queen Anne,25669,47.608597,-122.345841,SINGLE_FAMILY,4,1.0,2,2,4331,1632,1956,Seattle Public Schools,2143000.0,2233000.0,494.8,2026-01-01,50,0,ACTIVE
512,20,8,5203 Baker Meadows,Redmond,Education Hill,44740,47.668674,-122.125359,SINGLE_FAMILY,4,2.5,0,3,2761,4993,1994,Lake Washington School District,1740000.0,1785000.0,630.21,2025-07-13,41,0,ACTIVE
513,76,20,158 David Road Apt. 904,Seattle,Ballard,50396,47.596009,-122.345762,SINGLE_FAMILY,5,3.0,0,1,3275,6489,1992,Seattle Public Schools,1887000.0,2017000.0,576.18,2025-09-09,32,0,ACTIVE
514,150,2,6046 Richardson Passage Suite 652,Bothell,Downtown,45883,47.766888,-122.208967,SINGLE_FAMILY,5,1.0,0,1,3881,6131,2024,Northshore School District,2407000.0,2584000.0,620.2,2026-03-17,69,0,ACTIVE
515,14,20,4417 Linda Island,Sammamish,Pine Lake,67189,47.621076,-122.03499,TOWNHOUSE,3,1.5,2,1,2051,4192,2003,Lake Washington School District,1194000.0,1174000.0,582.16,2026-05-21,36,659,SOLD
516,105,12,13125 Eric Unions,Renton,Highlands,31557,47.47846,-122.216931,SINGLE_FAMILY,5,3.5,3,3,3667,3387,1990,Renton School District,1710000.0,1680000.0,466.32,2026-04-08,62,0,ACTIVE
517,36,20,05912 Welch Isle,Bothell,North Creek,87655,47.768976,-122.210153,SINGLE_FAMILY,2,2.5,3,3,2313,2715,2018,Northshore School District,1244000.0,1331000.0,537.83,2025-08-06,78,0,SOLD
518,68,25,23121 Adam Turnpike,Redmond,Bear Creek,90364,47.680241,-122.122404,CONDO,2,4.0,0,2,852,1696,1973,Lake Washington School District,419000.0,407000.0,491.78,2025-09-21,26,287,ACTIVE
519,76,4,165 Thomas Flat,Seattle,Fremont,93331,47.618123,-122.320149,CONDO,3,3.0,0,3,1047,1870,2004,Seattle Public Schools,483000.0,490000.0,461.32,2026-06-23,14,628,PENDING
520,35,24,4907 William Common,Issaquah,Olde Town,23550,47.536811,-122.029913,CONDO,4,3.0,0,1,1068,8836,2007,Issaquah School District,532000.0,542000.0,498.13,2026-06-18,5,553,SOLD
521,72,25,89311 Jacob Islands Apt. 269,Kirkland,Juanita,39392,47.668868,-122.206201,TOWNHOUSE,1,3.0,3,2,1764,4144,1998,Lake Washington School District,1036000.0,1025000.0,587.3,2026-02-02,54,413,SOLD
522,81,4,64538 Diana Springs Suite 421,Renton,Downtown,08577,47.476444,-122.228543,CONDO,3,2.5,1,1,692,3863,1976,Renton School District,226000.0,226000.0,326.59,2025-07-21,38,560,SOLD
523,44,1,096 Emily Stravenue Suite 015,Renton,Fairwood,77589,47.494976,-122.203304,CONDO,3,4.0,1,1,1332,5500,1985,Renton School District,457000.0,454000.0,343.09,2026-04-05,8,439,SOLD
524,76,30,919 Acosta Island Suite 575,Seattle,Ballard,65997,47.612688,-122.319524,CONDO,2,2.5,3,2,1234,2211,2004,Seattle Public Schools,591000.0,607000.0,478.93,2025-10-16,22,392,SOLD
525,41,17,8339 Brad Knoll Suite 775,Renton,Downtown,53354,47.476183,-122.213181,SINGLE_FAMILY,3,4.0,0,3,3248,7135,1960,Renton School District,1399000.0,1391000.0,430.73,2025-12-14,45,0,ACTIVE
526,10,21,2266 Morgan Turnpike Suite 626,Issaquah,Talus,48435,47.515339,-122.043494,SINGLE_FAMILY,3,1.5,1,2,2211,5351,2016,Issaquah School District,1348000.0,1432000.0,609.68,2025-07-04,24,0,SOLD
527,133,28,92310 Kennedy Groves,Redmond,Bear Creek,44713,47.681383,-122.136404,SINGLE_FAMILY,2,3.0,1,3,3834,2959,1986,Lake Washington School District,2422000.0,2518000.0,631.72,2025-09-08,9,0,ACTIVE
528,47,29,2484 James Rest Suite 662,Bellevue,Somerset,64377,47.620321,-122.190249,SINGLE_FAMILY,4,2.5,3,3,3357,4425,2024,Bellevue School District,2894000.0,2918000.0,862.08,2026-06-16,74,0,PENDING
529,109,4,1157 Thomas Path,Redmond,Education Hill,65280,47.672842,-122.126933,SINGLE_FAMILY,2,3.5,3,3,2260,2549,1986,Lake Washington School District,1471000.0,1499000.0,650.88,2026-04-17,66,0,ACTIVE
530,56,29,0425 Sutton Meadow Apt. 928,Bothell,North Creek,37449,47.746924,-122.197246,CONDO,3,2.0,3,2,1265,8127,2002,Northshore School District,557000.0,542000.0,440.32,2025-10-31,61,467,ACTIVE
531,79,15,259 Brown Mission Suite 633,Bellevue,Bridle Trails,43256,47.601739,-122.190231,CONDO,3,4.0,0,3,924,6503,2012,Bellevue School District,595000.0,599000.0,643.94,2026-03-06,47,316,SOLD
532,142,3,748 Ray Isle Apt. 259,Kirkland,Rose Hill,30506,47.663376,-122.214686,SINGLE_FAMILY,3,1.5,3,3,1886,3378,1998,Lake Washington School District,1244000.0,1303000.0,659.6,2026-03-13,42,0,SOLD
533,10,28,79705 Patrick Drive,Bothell,Canyon Park,82238,47.767754,-122.204603,CONDO,3,4.0,3,1,989,2785,2002,Northshore School District,415000.0,436000.0,419.62,2025-10-24,41,404,SOLD
534,97,21,9417 Waters Turnpike Suite 250,Seattle,Queen Anne,62595,47.595136,-122.324884,TOWNHOUSE,3,1.0,0,1,2004,5632,1981,Seattle Public Schools,914000.0,962000.0,456.09,2025-09-26,58,260,SOLD
535,80,26,5978 Kristen Island,Seattle,Fremont,64031,47.603955,-122.324795,CONDO,3,2.5,1,1,1269,3664,1969,Seattle Public Schools,484000.0,501000.0,381.4,2026-06-22,88,545,ACTIVE
536,137,17,399 Kenneth Circle,Redmond,Education Hill,96903,47.670372,-122.106705,SINGLE_FAMILY,4,2.0,0,2,2181,3335,1978,Lake Washington School District,1384000.0,1428000.0,634.57,2026-05-17,78,0,PENDING
537,86,5,66044 Douglas Burg Apt. 615,Sammamish,Inglewood,61441,47.630575,-122.047738,SINGLE_FAMILY,2,4.0,3,3,2750,3547,2007,Lake Washington School District,1810000.0,1868000.0,658.18,2026-04-07,15,0,SOLD
538,127,9,6829 Blake Coves,Seattle,Queen Anne,36356,47.600544,-122.336964,TOWNHOUSE,2,2.0,3,1,1784,3696,2016,Seattle Public Schools,948000.0,979000.0,531.39,2025-12-11,31,636,ACTIVE
539,124,17,974 Brenda Islands,Redmond,Bear Creek,02723,47.68466,-122.106717,SINGLE_FAMILY,2,1.0,3,3,3847,2134,1990,Lake Washington School District,2639000.0,2628000.0,685.99,2025-08-13,53,0,PENDING
540,10,29,752 Decker Lane Apt. 656,Seattle,Queen Anne,23831,47.606056,-122.328315,SINGLE_FAMILY,3,1.5,3,2,3929,1575,1965,Seattle Public Schools,1930000.0,1965000.0,491.22,2025-10-25,42,0,WITHDRAWN
541,43,5,459 Nicole Centers,Seattle,Fremont,95236,47.606898,-122.340966,CONDO,3,3.5,2,3,1387,6452,1984,Seattle Public Schools,599000.0,622000.0,431.87,2026-03-17,37,491,ACTIVE
542,82,14,1122 Alexandra Station,Redmond,Education Hill,31304,47.66341,-122.134489,CONDO,5,2.0,1,1,1387,7185,1967,Lake Washington School District,636000.0,667000.0,458.54,2025-08-01,17,525,PENDING
543,58,12,5165 Travis Plains Apt. 866,Redmond,Bear Creek,91541,47.659324,-122.130721,SINGLE_FAMILY,3,4.0,3,3,4359,7474,2009,Lake Washington School District,3137000.0,3066000.0,719.66,2025-08-24,44,0,SOLD
544,40,4,72143 Brian Springs,Bellevue,West Bellevue,73597,47.6035,-122.208612,TOWNHOUSE,2,4.0,3,2,1560,6215,2021,Bellevue School District,1206000.0,1257000.0,773.08,2025-07-07,80,559,ACTIVE
545,56,3,0033 Stephanie Dam,Seattle,Magnolia,66113,47.595595,-122.342155,CONDO,4,2.0,0,1,1280,2622,2010,Seattle Public Schools,582000.0,565000.0,454.69,2025-10-23,70,663,ACTIVE
546,97,25,608 Vasquez Skyway Suite 810,Bellevue,Bridle Trails,26731,47.616287,-122.20585,TOWNHOUSE,4,2.0,0,3,1634,8399,1988,Bellevue School District,1052000.0,1034000.0,643.82,2026-01-29,32,335,PENDING
547,65,22,97051 Hicks Village,Mercer Island,North End,22020,47.572437,-122.224038,CONDO,3,1.0,2,2,1378,7813,1968,Mercer Island School District,926000.0,955000.0,671.99,2025-11-20,90,427,PENDING
548,3,7,094 Hawkins Pass,Renton,Downtown,51411,47.47873,-122.226253,SINGLE_FAMILY,3,2.0,0,2,4092,3578,1974,Renton School District,1700000.0,1682000.0,415.44,2025-08-26,69,0,SOLD
549,65,9,453 Hurst Lock,Issaquah,Talus,16120,47.516817,-122.030435,TOWNHOUSE,1,3.5,3,3,1334,6679,1985,Issaquah School District,672000.0,681000.0,503.75,2026-02-20,63,501,WITHDRAWN
550,40,23,79863 Daniel Loaf Apt. 339,Seattle,Greenwood,96931,47.596507,-122.321572,TOWNHOUSE,2,4.0,0,1,1963,5132,2019,Seattle Public Schools,1052000.0,1025000.0,535.91,2026-03-28,86,613,ACTIVE
551,5,11,457 Deborah Forks,Seattle,Greenwood,74798,47.616647,-122.337606,SINGLE_FAMILY,4,3.0,2,3,4028,1616,1985,Seattle Public Schools,2323000.0,2303000.0,576.71,2026-05-19,90,0,SOLD
552,69,3,80403 Michelle Ford Suite 657,Bellevue,West Bellevue,51717,47.608402,-122.208234,CONDO,2,3.0,3,1,1335,6704,1957,Bellevue School District,684000.0,726000.0,512.36,2026-02-03,5,409,PENDING
553,119,3,7894 Chris Coves,Seattle,Ballard,00536,47.61874,-122.341625,SINGLE_FAMILY,2,2.0,0,1,3198,7961,2009,Seattle Public Schools,1925000.0,2015000.0,601.94,2026-05-05,6,0,PENDING
554,49,24,40476 Colton Land,Seattle,Greenwood,28721,47.595182,-122.3455,SINGLE_FAMILY,4,1.5,2,1,2132,6128,1981,Seattle Public Schools,1150000.0,1202000.0,539.4,2026-02-19,45,0,SOLD
555,68,3,514 Valdez Hills Apt. 142,Bellevue,Bridle Trails,34936,47.605755,-122.205592,CONDO,4,3.0,3,3,929,7128,1975,Bellevue School District,481000.0,482000.0,517.76,2025-12-12,26,268,SOLD
556,74,7,07201 Jenny Motorway,Mercer Island,East Seattle,76493,47.57669,-122.221987,SINGLE_FAMILY,4,4.0,2,1,2437,5704,2018,Mercer Island School District,2399000.0,2589000.0,984.41,2026-03-08,31,0,ACTIVE
557,120,19,0971 Jason Locks Suite 007,Seattle,Fremont,57188,47.602368,-122.335763,SINGLE_FAMILY,3,1.0,2,3,1928,2356,1964,Seattle Public Schools,982000.0,1021000.0,509.34,2026-04-27,85,0,PENDING
558,48,30,09014 Higgins Flats Suite 043,Bellevue,Somerset,31279,47.604288,-122.202495,CONDO,2,1.0,3,3,812,5239,2003,Bellevue School District,510000.0,514000.0,628.08,2026-03-07,80,544,SOLD
559,103,10,096 Conner Stravenue,Renton,Highlands,97825,47.497023,-122.205777,TOWNHOUSE,4,3.0,0,2,1784,4988,1981,Renton School District,688000.0,696000.0,385.65,2025-07-16,39,545,ACTIVE
560,135,7,95778 Nathaniel Landing Apt. 556,Bellevue,West Bellevue,23302,47.598997,-122.206506,SINGLE_FAMILY,5,1.0,2,1,3897,8065,1971,Bellevue School District,2779000.0,2967000.0,713.11,2026-01-26,49,0,WITHDRAWN
561,48,8,5427 Ward Meadows Apt. 942,Redmond,Education Hill,44122,47.671996,-122.114776,SINGLE_FAMILY,2,3.0,2,1,1803,5410,1968,Lake Washington School District,1060000.0,1048000.0,587.91,2026-05-31,25,0,ACTIVE
562,63,25,8205 Carol Plains Apt. 923,Bellevue,Downtown,91362,47.606727,-122.206949,SINGLE_FAMILY,5,2.5,2,2,3414,8215,1977,Bellevue School District,2432000.0,2538000.0,712.36,2025-11-20,59,0,SOLD
563,46,25,88081 Jonathan Plaza Apt. 357,Kirkland,Juanita,15826,47.672974,-122.210804,SINGLE_FAMILY,4,3.0,3,1,3220,6788,2012,Lake Washington School District,2448000.0,2636000.0,760.25,2025-10-25,34,0,ACTIVE
564,109,5,686 Barbara Summit Suite 137,Seattle,Fremont,20909,47.600533,-122.326842,SINGLE_FAMILY,3,2.0,3,1,2665,2839,1988,Seattle Public Schools,1457000.0,1468000.0,546.72,2026-04-28,55,0,SOLD
565,104,26,081 Thomas Cliffs,Renton,Highlands,91587,47.472727,-122.228238,CONDO,3,3.5,3,1,1126,5482,1960,Renton School District,365000.0,383000.0,324.16,2026-06-09,88,593,SOLD
566,116,17,4381 Andrew Burgs,Bellevue,Somerset,39270,47.61853,-122.195139,TOWNHOUSE,4,2.0,0,1,1610,4973,2004,Bellevue School District,1100000.0,1144000.0,683.23,2025-08-12,73,638,SOLD
567,51,17,114 Tapia Manors,Bellevue,Bridle Trails,47361,47.608147,-122.202557,TOWNHOUSE,1,4.0,3,2,1453,4507,1950,Bellevue School District,850000.0,912000.0,585.0,2026-02-24,11,556,PENDING
568,76,12,945 Brooks Hollow,Renton,Downtown,56668,47.468426,-122.222361,SINGLE_FAMILY,3,3.0,0,2,3182,7495,1987,Renton School District,1486000.0,1445000.0,467.0,2026-02-09,9,0,ACTIVE
569,127,14,990 Rowland Parks Suite 504,Redmond,Overlake,92334,47.669262,-122.122759,SINGLE_FAMILY,3,4.0,3,1,2517,2126,1960,Lake Washington School District,1531000.0,1506000.0,608.26,2025-12-18,46,0,ACTIVE
570,78,14,169 Avery Spur Suite 060,Bellevue,Bridle Trails,64391,47.595772,-122.187989,SINGLE_FAMILY,3,3.5,0,2,4412,2453,1962,Bellevue School District,2983000.0,3215000.0,676.11,2026-04-01,29,0,ACTIVE
571,13,12,4811 Jennifer Stravenue,Kirkland,Rose Hill,83246,47.676088,-122.198178,CONDO,3,3.5,1,2,1280,5608,2015,Lake Washington School District,752000.0,795000.0,587.5,2026-05-30,90,273,SOLD
572,107,22,5397 Marcus Plaza Suite 396,Kirkland,Juanita,12946,47.670143,-122.207127,CONDO,4,3.5,2,1,1344,3313,1986,Lake Washington School District,707000.0,717000.0,526.04,2025-07-02,33,259,ACTIVE
573,108,21,087 Wayne Mountain,Renton,Fairwood,36511,47.477763,-122.220429,SINGLE_FAMILY,5,1.0,2,2,4304,4118,1986,Renton School District,2003000.0,2077000.0,465.38,2026-03-09,49,0,PENDING
574,104,2,049 Helen Overpass Apt. 742,Bothell,Downtown,05719,47.770669,-122.191368,SINGLE_FAMILY,3,3.0,2,1,3843,3200,1976,Northshore School District,1809000.0,1789000.0,470.73,2025-10-12,72,0,ACTIVE
575,43,20,1213 Tucker Avenue Suite 260,Bellevue,Somerset,40121,47.612047,-122.204038,SINGLE_FAMILY,4,4.0,2,3,3091,7595,2007,Bellevue School District,2532000.0,2464000.0,819.15,2025-09-03,67,0,SOLD
576,102,7,973 Stokes Crescent Apt. 222,Sammamish,Klahanie,97540,47.631064,-122.033478,SINGLE_FAMILY,2,1.5,3,3,4001,4846,1966,Lake Washington School District,2241000.0,2408000.0,560.11,2026-06-20,50,0,ACTIVE
577,82,17,7560 Reid Coves,Renton,Fairwood,55370,47.483875,-122.225347,SINGLE_FAMILY,3,4.0,3,2,4254,8267,1985,Renton School District,1900000.0,1919000.0,446.64,2025-12-18,62,0,ACTIVE
578,45,22,8611 Jose Shores Suite 768,Seattle,Ballard,32381,47.602701,-122.327507,CONDO,5,2.5,1,3,1059,1737,1986,Seattle Public Schools,433000.0,460000.0,408.88,2026-05-25,84,364,SOLD
579,64,6,02192 Sean Plains,Seattle,Magnolia,49432,47.609965,-122.326569,TOWNHOUSE,5,1.0,3,3,1382,5688,2023,Seattle Public Schools,809000.0,869000.0,585.38,2026-01-17,29,685,ACTIVE
580,34,10,29618 Jesse Drive Suite 260,Issaquah,Olde Town,49241,47.541933,-122.04139,SINGLE_FAMILY,3,1.5,3,1,2780,8027,1972,Issaquah School District,1463000.0,1534000.0,526.26,2025-07-20,27,0,ACTIVE
581,18,1,84980 Beard Dam,Sammamish,Inglewood,42382,47.60227,-122.030294,SINGLE_FAMILY,4,2.5,3,1,2255,7914,1992,Lake Washington School District,1435000.0,1535000.0,636.36,2026-05-30,58,0,ACTIVE
582,7,15,37773 Gerald Plaza Apt. 228,Mercer Island,East Seattle,19559,47.580533,-122.235306,CONDO,4,4.0,0,2,1200,4772,1965,Mercer Island School District,797000.0,826000.0,664.17,2026-05-08,70,572,WITHDRAWN
583,29,24,8192 Courtney Loop,Kirkland,Juanita,82502,47.672894,-122.201304,SINGLE_FAMILY,2,1.5,3,1,2308,3666,1963,Lake Washington School District,1415000.0,1413000.0,613.08,2025-11-07,17,0,SOLD
584,114,11,6060 Norman Burgs,Bellevue,Bridle Trails,25746,47.616087,-122.199453,TOWNHOUSE,3,4.0,1,1,1769,5774,2012,Bellevue School District,1270000.0,1338000.0,717.92,2026-02-28,41,263,ACTIVE
585,79,16,7932 Mendez Turnpike Suite 239,Seattle,Greenwood,68823,47.604396,-122.338254,SINGLE_FAMILY,4,3.5,1,1,3285,6476,1987,Seattle Public Schools,1772000.0,1858000.0,539.42,2025-10-11,42,0,PENDING
586,4,9,9061 Janet Trail,Issaquah,Squak Mountain,19580,47.536734,-122.025236,SINGLE_FAMILY,5,2.5,3,3,2733,8872,1953,Issaquah School District,1493000.0,1544000.0,546.29,2026-04-06,26,0,ACTIVE
587,125,21,4647 Turner Plain,Sammamish,Klahanie,79838,47.627423,-122.036138,TOWNHOUSE,3,2.5,0,3,1901,2030,2014,Lake Washington School District,1082000.0,1094000.0,569.17,2025-10-26,48,365,SOLD
588,4,27,8769 Taylor Course Suite 588,Bellevue,West Bellevue,81289,47.617341,-122.205593,SINGLE_FAMILY,1,3.5,0,2,2939,5656,1965,Bellevue School District,2041000.0,2060000.0,694.45,2026-02-13,13,0,PENDING
589,64,8,444 Lawrence Islands Apt. 935,Seattle,Fremont,40654,47.615118,-122.341619,CONDO,5,4.0,1,1,1200,7149,1960,Seattle Public Schools,500000.0,488000.0,416.67,2025-09-06,63,340,PENDING
590,17,29,644 Santiago Field Apt. 435,Seattle,Capitol Hill,93905,47.606877,-122.345274,TOWNHOUSE,2,3.0,3,2,1865,2305,1985,Seattle Public Schools,856000.0,848000.0,458.98,2026-01-12,73,650,SOLD
591,26,18,79821 Little Ford Suite 275,Seattle,Magnolia,32696,47.59765,-122.332483,TOWNHOUSE,3,3.0,3,1,1374,7398,1975,Seattle Public Schools,606000.0,617000.0,441.05,2025-11-18,61,648,PENDING
592,70,16,785 Jonathan Cliffs Suite 168,Kirkland,Rose Hill,52022,47.667196,-122.205781,SINGLE_FAMILY,3,3.5,2,2,4400,8604,2008,Lake Washington School District,3451000.0,3443000.0,784.32,2025-06-30,73,0,ACTIVE
593,47,16,7789 Dixon Manor,Seattle,Ballard,26609,47.600776,-122.317869,SINGLE_FAMILY,3,1.5,1,1,4098,7729,2014,Seattle Public Schools,2404000.0,2448000.0,586.63,2025-10-03,60,0,WITHDRAWN
594,28,25,791 Kim Island Apt. 221,Renton,Highlands,47861,47.474296,-122.217047,SINGLE_FAMILY,3,3.0,3,1,3615,7109,1993,Renton School District,1667000.0,1716000.0,461.13,2026-04-01,43,0,ACTIVE
595,41,20,14188 Anderson Court,Issaquah,Talus,97890,47.519814,-122.018899,SINGLE_FAMILY,5,3.5,3,3,2433,3706,1991,Issaquah School District,1342000.0,1415000.0,551.58,2026-03-05,34,0,SOLD
596,81,15,90015 Mitchell Garden,Mercer Island,East Seattle,30711,47.568459,-122.225294,SINGLE_FAMILY,3,4.0,3,1,3043,4848,1997,Mercer Island School District,2639000.0,2657000.0,867.24,2025-09-17,50,0,ACTIVE
597,66,10,532 Angela Island Apt. 263,Kirkland,Totem Lake,71504,47.66261,-122.208175,SINGLE_FAMILY,3,3.0,1,1,3671,6559,1985,Lake Washington School District,2403000.0,2517000.0,654.59,2026-02-08,69,0,ACTIVE
598,121,2,99471 John Lodge,Bellevue,Bridle Trails,29464,47.615734,-122.189233,SINGLE_FAMILY,3,2.0,3,1,2104,2330,1981,Bellevue School District,1505000.0,1580000.0,715.3,2025-09-25,12,0,SOLD
599,19,11,34103 Graham Wall,Kirkland,Rose Hill,79107,47.674313,-122.216447,SINGLE_FAMILY,2,2.0,1,3,3313,2220,2006,Lake Washington School District,2581000.0,2535000.0,779.05,2026-05-04,61,0,ACTIVE
600,18,28,31167 Hernandez Lights Suite 084,Seattle,Greenwood,27387,47.612542,-122.337681,SINGLE_FAMILY,4,4.0,3,3,2867,8746,2021,Seattle Public Schools,1892000.0,1896000.0,659.92,2026-05-15,32,0,ACTIVE
601,66,20,8550 Romero Loaf Suite 935,Seattle,Greenwood,19442,47.61918,-122.342892,SINGLE_FAMILY,3,2.5,3,2,3687,8038,1996,Seattle Public Schools,1995000.0,2084000.0,541.09,2026-03-12,11,0,SOLD
602,130,28,63355 Hill Stravenue Suite 369,Bothell,North Creek,62067,47.768804,-122.20564,SINGLE_FAMILY,3,3.5,0,3,3898,2118,1997,Northshore School District,1884000.0,1918000.0,483.32,2026-06-13,77,0,ACTIVE
603,147,30,170 Armstrong Lake,Seattle,Queen Anne,50435,47.609501,-122.317312,SINGLE_FAMILY,4,4.0,3,2,2260,5315,2018,Seattle Public Schools,1305000.0,1340000.0,577.43,2025-07-06,62,0,SOLD
